QSPRID	pKi_median_Label	pKi_median_Prediction	Fold
P08908_LIGANDS_nostereo_3224	5.73	6.32012	4.0
P08908_LIGANDS_nostereo_0737	7.33	7.46136	4.0
P08908_LIGANDS_nostereo_1350	4.7	5.95985	4.0
P08908_LIGANDS_nostereo_0647	5.9	5.60555	4.0
P08908_LIGANDS_nostereo_1769	8.42	7.96596	4.0
P08908_LIGANDS_nostereo_1870	6.79	6.56618	4.0
P08908_LIGANDS_nostereo_2504	8.345	7.41511	4.0
P08908_LIGANDS_nostereo_0657	7.06	7.48076	4.0
P08908_LIGANDS_nostereo_1417	7.5	7.89856	4.0
P08908_LIGANDS_nostereo_2926	8.81	7.71521	4.0
P08908_LIGANDS_nostereo_0896	7.35	8.43266	4.0
P08908_LIGANDS_nostereo_0550	6.59	6.6897	4.0
P08908_LIGANDS_nostereo_2980	7.27	7.63656	4.0
P08908_LIGANDS_nostereo_2571	6.91	7.30026	4.0
P08908_LIGANDS_nostereo_2431	7.21	6.85259	4.0
P08908_LIGANDS_nostereo_1451	7.0	7.55225	4.0
P08908_LIGANDS_nostereo_0670	5.65	6.3334	4.0
P08908_LIGANDS_nostereo_0698	7.92	7.21618	4.0
P08908_LIGANDS_nostereo_1323	4.73	6.49479	4.0
P08908_LIGANDS_nostereo_0822	7.4	7.37972	4.0
P08908_LIGANDS_nostereo_1850	7.03	7.70191	4.0
P08908_LIGANDS_nostereo_1706	5.91	5.75223	4.0
P08908_LIGANDS_nostereo_0645	8.13	8.82904	4.0
P08908_LIGANDS_nostereo_3044	6.22	5.90868	4.0
P08908_LIGANDS_nostereo_0816	7.3	7.67792	4.0
P08908_LIGANDS_nostereo_1228	8.15	8.40096	4.0
P08908_LIGANDS_nostereo_3190	4.42	4.96274	4.0
P08908_LIGANDS_nostereo_2191	6.905	7.08207	4.0
P08908_LIGANDS_nostereo_1576	5.59	6.67088	4.0
P08908_LIGANDS_nostereo_0859	6.0	6.89561	4.0
P08908_LIGANDS_nostereo_1047	7.86	8.53018	4.0
P08908_LIGANDS_nostereo_2910	8.03	7.32138	4.0
P08908_LIGANDS_nostereo_3145	10.01	9.12086	4.0
P08908_LIGANDS_nostereo_2761	5.78	6.6526	4.0
P08908_LIGANDS_nostereo_2920	6.87	6.82274	4.0
P08908_LIGANDS_nostereo_0354	6.32	7.6512	4.0
P08908_LIGANDS_nostereo_2498	7.76	8.45231	4.0
P08908_LIGANDS_nostereo_0118	8.14	7.47023	4.0
P08908_LIGANDS_nostereo_1375	6.43	6.54082	4.0
P08908_LIGANDS_nostereo_1294	4.85	6.43441	4.0
P08908_LIGANDS_nostereo_0089	8.96	8.11233	4.0
P08908_LIGANDS_nostereo_0697	6.58	6.39527	4.0
P08908_LIGANDS_nostereo_1461	8.42	9.61877	4.0
P08908_LIGANDS_nostereo_0396	7.04	6.92277	4.0
P08908_LIGANDS_nostereo_1372	5.2	7.17726	4.0
P08908_LIGANDS_nostereo_1878	6.62	6.87212	4.0
P08908_LIGANDS_nostereo_1259	7.19	7.35464	4.0
P08908_LIGANDS_nostereo_1534	7.85	7.21583	4.0
P08908_LIGANDS_nostereo_1514	8.8	9.51722	4.0
P08908_LIGANDS_nostereo_2557	8.14	8.02491	4.0
P08908_LIGANDS_nostereo_1106	6.85	6.69802	4.0
P08908_LIGANDS_nostereo_0314	7.76	7.85998	4.0
P08908_LIGANDS_nostereo_2232	6.15	7.05927	4.0
P08908_LIGANDS_nostereo_1915	6.95	6.79879	4.0
P08908_LIGANDS_nostereo_2559	9.2	8.31103	4.0
P08908_LIGANDS_nostereo_2994	7.66	6.96352	4.0
P08908_LIGANDS_nostereo_3222	8.8	7.64671	4.0
P08908_LIGANDS_nostereo_0656	5.94	7.93214	4.0
P08908_LIGANDS_nostereo_2538	9.1	8.83468	4.0
P08908_LIGANDS_nostereo_2183	8.71	8.18044	4.0
P08908_LIGANDS_nostereo_1051	7.68	7.36096	4.0
P08908_LIGANDS_nostereo_0986	7.2	7.52755	4.0
P08908_LIGANDS_nostereo_0785	7.495	8.0958	4.0
P08908_LIGANDS_nostereo_0907	9.8	9.72409	4.0
P08908_LIGANDS_nostereo_3236	8.07	7.78437	4.0
P08908_LIGANDS_nostereo_3283	7.67	7.45682	4.0
P08908_LIGANDS_nostereo_2742	8.08	7.83777	4.0
P08908_LIGANDS_nostereo_3110	6.36	6.00418	4.0
P08908_LIGANDS_nostereo_2216	8.16	7.40334	4.0
P08908_LIGANDS_nostereo_0763	5.5	5.63946	4.0
P08908_LIGANDS_nostereo_2103	9.1	9.02005	4.0
P08908_LIGANDS_nostereo_2578	7.25	7.68353	4.0
P08908_LIGANDS_nostereo_0967	5.77	5.82737	4.0
P08908_LIGANDS_nostereo_2405	6.69	7.30165	4.0
P08908_LIGANDS_nostereo_0297	6.76	8.11425	4.0
P08908_LIGANDS_nostereo_0090	7.14	7.19327	4.0
P08908_LIGANDS_nostereo_2943	8.58	8.26636	4.0
P08908_LIGANDS_nostereo_2755	9.25	8.60096	4.0
P08908_LIGANDS_nostereo_1393	6.4	7.34353	4.0
P08908_LIGANDS_nostereo_2585	7.1	6.9587	4.0
P08908_LIGANDS_nostereo_1712	6.85	6.65095	4.0
P08908_LIGANDS_nostereo_0395	7.21	7.48053	4.0
P08908_LIGANDS_nostereo_2502	6.85	6.79839	4.0
P08908_LIGANDS_nostereo_0009	8.5	9.13178	4.0
P08908_LIGANDS_nostereo_2679	6.75	6.95266	4.0
P08908_LIGANDS_nostereo_1383	8.49	6.45364	4.0
P08908_LIGANDS_nostereo_0442	9.14	8.76133	4.0
P08908_LIGANDS_nostereo_2711	6.49	6.79986	4.0
P08908_LIGANDS_nostereo_2771	6.78	7.06398	4.0
P08908_LIGANDS_nostereo_3196	8.22	8.18868	4.0
P08908_LIGANDS_nostereo_2023	8.89	8.42524	4.0
P08908_LIGANDS_nostereo_2635	9.09	8.86193	4.0
P08908_LIGANDS_nostereo_1921	8.55	8.52923	4.0
P08908_LIGANDS_nostereo_0617	6.89	7.65048	4.0
P08908_LIGANDS_nostereo_2917	6.06	6.93146	4.0
P08908_LIGANDS_nostereo_2231	6.75	7.40884	4.0
P08908_LIGANDS_nostereo_2701	9.51	8.84037	4.0
P08908_LIGANDS_nostereo_3040	5.89	6.38161	4.0
P08908_LIGANDS_nostereo_1577	9.17	9.38596	4.0
P08908_LIGANDS_nostereo_2238	6.39	6.05011	4.0
P08908_LIGANDS_nostereo_1589	6.79	6.73629	4.0
P08908_LIGANDS_nostereo_1469	5.71	5.46725	4.0
P08908_LIGANDS_nostereo_1535	9.0	8.49015	4.0
P08908_LIGANDS_nostereo_0087	9.8	9.71037	4.0
P08908_LIGANDS_nostereo_2709	8.28	8.07626	4.0
P08908_LIGANDS_nostereo_0021	7.68	7.80714	4.0
P08908_LIGANDS_nostereo_1750	8.03	8.17914	4.0
P08908_LIGANDS_nostereo_0924	6.47	6.42305	4.0
P08908_LIGANDS_nostereo_1147	7.13	8.09435	4.0
P08908_LIGANDS_nostereo_0927	6.49	6.59517	4.0
P08908_LIGANDS_nostereo_2066	9.5	9.6012	4.0
P08908_LIGANDS_nostereo_1945	7.75	7.93634	4.0
P08908_LIGANDS_nostereo_3328	6.5	7.41332	4.0
P08908_LIGANDS_nostereo_1104	7.39	7.9893	4.0
P08908_LIGANDS_nostereo_3406	6.71	6.20141	4.0
P08908_LIGANDS_nostereo_3077	8.17	7.56126	4.0
P08908_LIGANDS_nostereo_1883	8.62	7.60794	4.0
P08908_LIGANDS_nostereo_0926	7.165	7.54995	4.0
P08908_LIGANDS_nostereo_2109	8.82	9.1165	4.0
P08908_LIGANDS_nostereo_2102	8.2	7.63885	4.0
P08908_LIGANDS_nostereo_1318	5.17	6.49179	4.0
P08908_LIGANDS_nostereo_0500	8.92	7.33123	4.0
P08908_LIGANDS_nostereo_2057	9.07	9.08301	4.0
P08908_LIGANDS_nostereo_1406	9.04	8.61032	4.0
P08908_LIGANDS_nostereo_2110	7.73	8.16353	4.0
P08908_LIGANDS_nostereo_1802	6.21	6.33732	4.0
P08908_LIGANDS_nostereo_1804	6.52	6.69506	4.0
P08908_LIGANDS_nostereo_2214	6.42	7.28114	4.0
P08908_LIGANDS_nostereo_1961	7.08	7.0877	4.0
P08908_LIGANDS_nostereo_2577	7.5	8.01934	4.0
P08908_LIGANDS_nostereo_1476	8.18	7.66045	4.0
P08908_LIGANDS_nostereo_1102	6.83	7.1725	4.0
P08908_LIGANDS_nostereo_0436	6.46	6.65653	4.0
P08908_LIGANDS_nostereo_1756	8.52	8.17493	4.0
P08908_LIGANDS_nostereo_1782	8.0	7.8155	4.0
P08908_LIGANDS_nostereo_1425	7.12	7.25706	4.0
P08908_LIGANDS_nostereo_2425	7.03	7.01761	4.0
P08908_LIGANDS_nostereo_1888	6.0	6.96819	4.0
P08908_LIGANDS_nostereo_1395	7.2	7.2526	4.0
P08908_LIGANDS_nostereo_2306	8.33	6.71962	4.0
P08908_LIGANDS_nostereo_2992	8.96	7.79147	4.0
P08908_LIGANDS_nostereo_1030	5.25	6.40192	4.0
P08908_LIGANDS_nostereo_1477	7.96	7.40237	4.0
P08908_LIGANDS_nostereo_1339	7.845	7.86247	4.0
P08908_LIGANDS_nostereo_1412	9.28	8.70289	4.0
P08908_LIGANDS_nostereo_3081	6.8	6.05173	4.0
P08908_LIGANDS_nostereo_1624	9.22	7.33308	4.0
P08908_LIGANDS_nostereo_1345	7.0	7.94327	4.0
P08908_LIGANDS_nostereo_3048	7.6	7.27193	4.0
P08908_LIGANDS_nostereo_0602	6.57	7.75422	4.0
P08908_LIGANDS_nostereo_2222	5.8	6.14597	4.0
P08908_LIGANDS_nostereo_0933	6.91	6.70131	4.0
P08908_LIGANDS_nostereo_1192	8.49	8.01145	4.0
P08908_LIGANDS_nostereo_0814	7.55	7.51148	4.0
P08908_LIGANDS_nostereo_1988	8.11	7.99547	4.0
P08908_LIGANDS_nostereo_2198	6.63	7.88902	4.0
P08908_LIGANDS_nostereo_0889	8.245	8.11201	4.0
P08908_LIGANDS_nostereo_1659	8.98	8.29699	4.0
P08908_LIGANDS_nostereo_1842	6.67	8.04309	4.0
P08908_LIGANDS_nostereo_0786	8.46	8.05297	4.0
P08908_LIGANDS_nostereo_0863	7.1	6.79438	4.0
P08908_LIGANDS_nostereo_1932	6.67	7.22616	4.0
P08908_LIGANDS_nostereo_2144	7.11	6.68795	4.0
P08908_LIGANDS_nostereo_3203	7.72	7.71456	4.0
P08908_LIGANDS_nostereo_2422	7.41	7.32714	4.0
P08908_LIGANDS_nostereo_1462	7.89	8.39811	4.0
P08908_LIGANDS_nostereo_2439	8.43	7.81661	4.0
P08908_LIGANDS_nostereo_1213	7.85	7.62275	4.0
P08908_LIGANDS_nostereo_1010	9.01	8.92588	4.0
P08908_LIGANDS_nostereo_2104	9.89	8.94163	4.0
P08908_LIGANDS_nostereo_0412	6.27	6.25724	4.0
P08908_LIGANDS_nostereo_0610	7.535	7.76167	4.0
P08908_LIGANDS_nostereo_2957	7.5	8.31402	4.0
P08908_LIGANDS_nostereo_0969	5.92	6.11518	4.0
P08908_LIGANDS_nostereo_1522	5.3	5.52024	4.0
P08908_LIGANDS_nostereo_3373	7.82	7.27567	4.0
P08908_LIGANDS_nostereo_2596	5.58	6.19647	4.0
P08908_LIGANDS_nostereo_1479	8.4	8.05115	4.0
P08908_LIGANDS_nostereo_1610	5.3	6.94744	4.0
P08908_LIGANDS_nostereo_2432	8.765	7.87865	4.0
P08908_LIGANDS_nostereo_0194	7.33	6.84596	4.0
P08908_LIGANDS_nostereo_2040	8.11	7.74891	4.0
P08908_LIGANDS_nostereo_1226	7.62	7.64342	4.0
P08908_LIGANDS_nostereo_2516	7.2	7.12925	4.0
P08908_LIGANDS_nostereo_0981	7.11	6.83796	4.0
P08908_LIGANDS_nostereo_0758	6.99	7.70664	4.0
P08908_LIGANDS_nostereo_2643	9.52	9.73961	4.0
P08908_LIGANDS_nostereo_1887	10.53	10.09068	4.0
P08908_LIGANDS_nostereo_2290	7.02	7.44168	4.0
P08908_LIGANDS_nostereo_2684	7.44	7.27254	4.0
P08908_LIGANDS_nostereo_0348	6.38	6.93024	4.0
P08908_LIGANDS_nostereo_2393	8.43	7.40656	4.0
P08908_LIGANDS_nostereo_2883	6.52	7.50526	4.0
P08908_LIGANDS_nostereo_2055	6.37	6.14054	4.0
P08908_LIGANDS_nostereo_2601	7.03	6.80674	4.0
P08908_LIGANDS_nostereo_0043	7.68	7.2925	4.0
P08908_LIGANDS_nostereo_3316	7.36	7.47813	4.0
P08908_LIGANDS_nostereo_1087	8.09	7.61879	4.0
P08908_LIGANDS_nostereo_0419	6.56	6.60644	4.0
P08908_LIGANDS_nostereo_2139	8.635	8.24042	4.0
P08908_LIGANDS_nostereo_2408	7.8	7.47042	4.0
P08908_LIGANDS_nostereo_1444	6.98	6.66399	4.0
P08908_LIGANDS_nostereo_1916	6.04	6.64746	4.0
P08908_LIGANDS_nostereo_2500	9.2	9.1306	4.0
P08908_LIGANDS_nostereo_2470	6.52	6.69886	4.0
P08908_LIGANDS_nostereo_2204	8.04	7.64053	4.0
P08908_LIGANDS_nostereo_2788	7.66	7.8747	4.0
P08908_LIGANDS_nostereo_1356	7.61	7.19976	4.0
P08908_LIGANDS_nostereo_1359	8.22	7.96173	4.0
P08908_LIGANDS_nostereo_0532	6.3	6.23691	4.0
P08908_LIGANDS_nostereo_2135	9.3	9.00074	4.0
P08908_LIGANDS_nostereo_2080	6.55	6.93037	4.0
P08908_LIGANDS_nostereo_0953	7.65	8.09935	4.0
P08908_LIGANDS_nostereo_0171	9.3	9.56526	4.0
P08908_LIGANDS_nostereo_1582	9.7	9.65146	4.0
P08908_LIGANDS_nostereo_1858	6.57	7.19936	4.0
P08908_LIGANDS_nostereo_1931	9.3	7.91447	4.0
P08908_LIGANDS_nostereo_0322	4.73	5.97953	4.0
P08908_LIGANDS_nostereo_2638	6.77	6.54773	4.0
P08908_LIGANDS_nostereo_0811	5.66	6.91224	4.0
P08908_LIGANDS_nostereo_1453	6.81	7.33639	4.0
P08908_LIGANDS_nostereo_0802	6.3	7.1011	4.0
P08908_LIGANDS_nostereo_3013	5.06	6.34161	4.0
P08908_LIGANDS_nostereo_0443	6.09	6.28957	4.0
P08908_LIGANDS_nostereo_0754	8.3	8.27168	4.0
P08908_LIGANDS_nostereo_0336	9.09	9.15298	4.0
P08908_LIGANDS_nostereo_1441	7.23	6.38029	4.0
P08908_LIGANDS_nostereo_1790	8.32	8.46599	4.0
P08908_LIGANDS_nostereo_0351	5.78	5.93074	4.0
P08908_LIGANDS_nostereo_1156	9.85	10.28349	4.0
P08908_LIGANDS_nostereo_2902	7.855	7.74761	4.0
P08908_LIGANDS_nostereo_3031	6.85	7.38336	4.0
P08908_LIGANDS_nostereo_3211	7.54	7.72632	4.0
P08908_LIGANDS_nostereo_0589	7.4	7.85869	4.0
P08908_LIGANDS_nostereo_2972	7.16	7.54463	4.0
P08908_LIGANDS_nostereo_1710	6.8	7.05088	4.0
P08908_LIGANDS_nostereo_0132	8.52	7.8154	4.0
P08908_LIGANDS_nostereo_1031	6.68	6.80494	4.0
P08908_LIGANDS_nostereo_2352	8.01	7.56848	4.0
P08908_LIGANDS_nostereo_2200	8.67	8.84992	4.0
P08908_LIGANDS_nostereo_0829	7.35	7.37512	4.0
P08908_LIGANDS_nostereo_1975	7.24	7.39687	4.0
P08908_LIGANDS_nostereo_1254	6.81	7.78132	4.0
P08908_LIGANDS_nostereo_0858	6.17	5.66067	4.0
P08908_LIGANDS_nostereo_2076	7.55	9.01865	4.0
P08908_LIGANDS_nostereo_2511	7.1	6.65993	4.0
P08908_LIGANDS_nostereo_3038	5.0	5.94802	4.0
P08908_LIGANDS_nostereo_2277	8.81	8.5566	4.0
P08908_LIGANDS_nostereo_1093	7.84	7.10974	4.0
P08908_LIGANDS_nostereo_2220	5.03	6.67082	4.0
P08908_LIGANDS_nostereo_0081	6.48	6.89729	4.0
P08908_LIGANDS_nostereo_2133	7.27	7.28641	4.0
P08908_LIGANDS_nostereo_1983	8.97	7.82083	4.0
P08908_LIGANDS_nostereo_2576	7.66	6.98314	4.0
P08908_LIGANDS_nostereo_2633	6.53	6.13492	4.0
P08908_LIGANDS_nostereo_2307	7.08	6.47818	4.0
P08908_LIGANDS_nostereo_2018	6.98	6.49928	4.0
P08908_LIGANDS_nostereo_0269	6.59	7.40554	4.0
P08908_LIGANDS_nostereo_2690	7.13	6.80158	4.0
P08908_LIGANDS_nostereo_0718	5.79	5.64058	4.0
P08908_LIGANDS_nostereo_0943	6.44	6.49639	4.0
P08908_LIGANDS_nostereo_2105	5.34	5.70402	4.0
P08908_LIGANDS_nostereo_0144	6.55	6.42983	4.0
P08908_LIGANDS_nostereo_1992	6.93	7.98938	4.0
P08908_LIGANDS_nostereo_2705	6.98	6.56695	4.0
P08908_LIGANDS_nostereo_2274	7.33	7.80699	4.0
P08908_LIGANDS_nostereo_0117	6.91	7.20561	4.0
P08908_LIGANDS_nostereo_0231	7.92	7.93521	4.0
P08908_LIGANDS_nostereo_2738	8.81	7.4747	4.0
P08908_LIGANDS_nostereo_1517	7.72	8.36947	4.0
P08908_LIGANDS_nostereo_0886	6.88	8.33966	4.0
P08908_LIGANDS_nostereo_1944	7.62	6.72172	4.0
P08908_LIGANDS_nostereo_0963	6.7	6.74238	4.0
P08908_LIGANDS_nostereo_2663	6.74	6.49303	4.0
P08908_LIGANDS_nostereo_3260	5.22	5.60322	4.0
P08908_LIGANDS_nostereo_0070	9.4	8.92102	4.0
P08908_LIGANDS_nostereo_2217	7.11	6.71844	4.0
P08908_LIGANDS_nostereo_1307	6.88	6.46001	4.0
P08908_LIGANDS_nostereo_2840	5.55	5.57931	4.0
P08908_LIGANDS_nostereo_2746	7.77	7.46264	4.0
P08908_LIGANDS_nostereo_1073	7.8	7.88951	4.0
P08908_LIGANDS_nostereo_0489	5.66	7.09314	4.0
P08908_LIGANDS_nostereo_0544	9.15	9.16575	4.0
P08908_LIGANDS_nostereo_0665	9.4	9.76219	4.0
P08908_LIGANDS_nostereo_2977	7.37	8.07096	4.0
P08908_LIGANDS_nostereo_0346	7.42	7.37194	4.0
P08908_LIGANDS_nostereo_0110	6.44	7.62178	4.0
P08908_LIGANDS_nostereo_2377	7.39	7.17039	4.0
P08908_LIGANDS_nostereo_2979	7.22	7.17222	4.0
P08908_LIGANDS_nostereo_1150	8.03	7.9039	4.0
P08908_LIGANDS_nostereo_2371	6.77	6.34305	4.0
P08908_LIGANDS_nostereo_0063	6.34	6.91838	4.0
P08908_LIGANDS_nostereo_0096	6.73	7.07714	4.0
P08908_LIGANDS_nostereo_1962	9.2	9.09966	4.0
P08908_LIGANDS_nostereo_1785	9.06	9.20823	4.0
P08908_LIGANDS_nostereo_2073	7.59	7.80944	4.0
P08908_LIGANDS_nostereo_0143	6.37	6.65886	4.0
P08908_LIGANDS_nostereo_2266	9.1	8.17345	4.0
P08908_LIGANDS_nostereo_0461	7.3	6.5522	4.0
P08908_LIGANDS_nostereo_2229	7.02	7.63498	4.0
P08908_LIGANDS_nostereo_2731	6.89	7.66141	4.0
P08908_LIGANDS_nostereo_2164	7.16	7.50902	4.0
P08908_LIGANDS_nostereo_3160	8.95	8.59136	4.0
P08908_LIGANDS_nostereo_2129	8.09	7.70886	4.0
P08908_LIGANDS_nostereo_2882	6.81	6.8738	4.0
P08908_LIGANDS_nostereo_2767	8.62	7.18106	4.0
P08908_LIGANDS_nostereo_2079	8.22	8.14073	4.0
P08908_LIGANDS_nostereo_0397	8.1	7.96089	4.0
P08908_LIGANDS_nostereo_1698	8.085	8.35504	4.0
P08908_LIGANDS_nostereo_2898	5.52	7.12176	4.0
P08908_LIGANDS_nostereo_0010	7.96	7.87573	4.0
P08908_LIGANDS_nostereo_0403	6.27	7.37498	4.0
P08908_LIGANDS_nostereo_1642	7.06	7.19251	4.0
P08908_LIGANDS_nostereo_2991	9.42	9.81009	4.0
P08908_LIGANDS_nostereo_2178	7.695	7.45409	4.0
P08908_LIGANDS_nostereo_1615	7.23	7.48363	4.0
P08908_LIGANDS_nostereo_2308	7.89	7.35008	4.0
P08908_LIGANDS_nostereo_0980	7.82	7.32612	4.0
P08908_LIGANDS_nostereo_2493	9.7	8.81575	4.0
P08908_LIGANDS_nostereo_2075	7.02	7.42389	4.0
P08908_LIGANDS_nostereo_0935	7.42	6.73577	4.0
P08908_LIGANDS_nostereo_0040	7.38	7.70195	4.0
P08908_LIGANDS_nostereo_0744	5.49	6.69474	4.0
P08908_LIGANDS_nostereo_1379	7.95	7.85719	4.0
P08908_LIGANDS_nostereo_1000	6.39	7.04036	4.0
P08908_LIGANDS_nostereo_2240	6.61	6.47798	4.0
P08908_LIGANDS_nostereo_1217	5.56	6.05944	4.0
P08908_LIGANDS_nostereo_0890	4.75	6.46851	4.0
P08908_LIGANDS_nostereo_3245	7.76	8.15589	4.0
P08908_LIGANDS_nostereo_2312	8.64	7.64121	4.0
P08908_LIGANDS_nostereo_1978	9.39	8.32092	4.0
P08908_LIGANDS_nostereo_0621	7.58	8.18735	4.0
P08908_LIGANDS_nostereo_1891	7.63	7.99343	4.0
P08908_LIGANDS_nostereo_2418	5.81	6.21418	4.0
P08908_LIGANDS_nostereo_0038	7.52	7.91844	4.0
P08908_LIGANDS_nostereo_2919	9.0	9.23053	4.0
P08908_LIGANDS_nostereo_1631	6.63	6.46411	4.0
P08908_LIGANDS_nostereo_0760	7.37	7.30514	4.0
P08908_LIGANDS_nostereo_1714	7.92	7.69036	4.0
P08908_LIGANDS_nostereo_0119	7.34	7.48172	4.0
P08908_LIGANDS_nostereo_1115	7.14	7.48766	4.0
P08908_LIGANDS_nostereo_2526	8.72	8.5125	4.0
P08908_LIGANDS_nostereo_2579	6.04	5.87302	4.0
P08908_LIGANDS_nostereo_3058	7.13	6.85323	4.0
P08908_LIGANDS_nostereo_1839	5.72	6.29865	4.0
P08908_LIGANDS_nostereo_1055	7.11	6.75136	4.0
P08908_LIGANDS_nostereo_2861	7.0	6.915	4.0
P08908_LIGANDS_nostereo_0504	8.52	8.48517	4.0
P08908_LIGANDS_nostereo_0531	6.63	6.50873	4.0
P08908_LIGANDS_nostereo_0774	7.735	7.64548	4.0
P08908_LIGANDS_nostereo_2050	6.28	6.49483	4.0
P08908_LIGANDS_nostereo_0124	7.18	6.65352	4.0
P08908_LIGANDS_nostereo_0277	7.47	7.24966	4.0
P08908_LIGANDS_nostereo_1658	7.22	6.9863	4.0
P08908_LIGANDS_nostereo_3278	9.34	9.25	4.0
P08908_LIGANDS_nostereo_0710	6.54	6.9474	4.0
P08908_LIGANDS_nostereo_1781	6.04	6.75532	4.0
P08908_LIGANDS_nostereo_2444	6.69	6.25304	4.0
P08908_LIGANDS_nostereo_2726	7.64	7.40903	4.0
P08908_LIGANDS_nostereo_0052	6.61	6.6837	4.0
P08908_LIGANDS_nostereo_2060	4.82	6.68812	4.0
P08908_LIGANDS_nostereo_0872	6.61	6.5519	4.0
P08908_LIGANDS_nostereo_1981	5.3	6.46162	4.0
P08908_LIGANDS_nostereo_0413	6.8	7.70828	4.0
P08908_LIGANDS_nostereo_0253	6.57	6.75447	4.0
P08908_LIGANDS_nostereo_0819	6.03	7.6265	4.0
P08908_LIGANDS_nostereo_2644	8.1	7.8176	4.0
P08908_LIGANDS_nostereo_2850	5.65	5.85096	4.0
P08908_LIGANDS_nostereo_1403	10.47	9.6692	4.0
P08908_LIGANDS_nostereo_3398	7.96	8.23213	4.0
P08908_LIGANDS_nostereo_1188	7.85	7.67803	4.0
P08908_LIGANDS_nostereo_0729	6.06	6.25772	4.0
P08908_LIGANDS_nostereo_0633	6.63	7.41427	4.0
P08908_LIGANDS_nostereo_2651	8.59	9.97819	4.0
P08908_LIGANDS_nostereo_3220	8.48	8.11484	4.0
P08908_LIGANDS_nostereo_1118	9.4	9.07247	4.0
P08908_LIGANDS_nostereo_2629	6.87	7.07695	4.0
P08908_LIGANDS_nostereo_2292	6.21	6.27014	4.0
P08908_LIGANDS_nostereo_1563	6.84	6.9547	4.0
P08908_LIGANDS_nostereo_1006	7.87	7.56341	4.0
P08908_LIGANDS_nostereo_3401	8.05	7.88351	4.0
P08908_LIGANDS_nostereo_1474	6.64	7.11667	4.0
P08908_LIGANDS_nostereo_3099	8.25	8.03894	4.0
P08908_LIGANDS_nostereo_2287	7.02	7.4862	4.0
P08908_LIGANDS_nostereo_1502	6.58	6.79983	4.0
P08908_LIGANDS_nostereo_0654	6.42	6.65365	4.0
P08908_LIGANDS_nostereo_0417	8.19	8.17391	4.0
P08908_LIGANDS_nostereo_2137	5.54	5.47269	4.0
P08908_LIGANDS_nostereo_0921	7.62	7.54583	4.0
P08908_LIGANDS_nostereo_3332	8.6	7.56605	4.0
P08908_LIGANDS_nostereo_0650	8.4	9.14868	4.0
P08908_LIGANDS_nostereo_1497	7.9	6.87607	4.0
P08908_LIGANDS_nostereo_3102	5.82	6.35759	4.0
P08908_LIGANDS_nostereo_0505	9.6	9.59006	4.0
P08908_LIGANDS_nostereo_2928	6.72	7.1491	4.0
P08908_LIGANDS_nostereo_0635	5.57	6.33946	4.0
P08908_LIGANDS_nostereo_2005	9.18	8.22404	4.0
P08908_LIGANDS_nostereo_0204	6.38	7.2147	4.0
P08908_LIGANDS_nostereo_0414	6.49	6.72224	4.0
P08908_LIGANDS_nostereo_0128	5.54	6.62579	4.0
P08908_LIGANDS_nostereo_0874	7.26	7.07583	4.0
P08908_LIGANDS_nostereo_1202	8.8	8.39539	4.0
P08908_LIGANDS_nostereo_1825	7.68	7.20422	4.0
P08908_LIGANDS_nostereo_0739	8.7	9.20598	4.0
P08908_LIGANDS_nostereo_1834	7.55	7.99328	4.0
P08908_LIGANDS_nostereo_1019	7.8	8.28634	4.0
P08908_LIGANDS_nostereo_2794	6.73	6.92274	4.0
P08908_LIGANDS_nostereo_1459	7.11	7.89778	4.0
P08908_LIGANDS_nostereo_1555	6.28	6.64492	4.0
P08908_LIGANDS_nostereo_1729	5.75	7.12561	4.0
P08908_LIGANDS_nostereo_0831	8.85	8.00114	4.0
P08908_LIGANDS_nostereo_2846	8.7	8.33956	4.0
P08908_LIGANDS_nostereo_2913	6.2	6.48694	4.0
P08908_LIGANDS_nostereo_3299	7.18	7.84198	4.0
P08908_LIGANDS_nostereo_2637	8.05	8.24008	4.0
P08908_LIGANDS_nostereo_0099	8.89	7.02181	4.0
P08908_LIGANDS_nostereo_2907	5.7	7.16861	4.0
P08908_LIGANDS_nostereo_2931	6.97	7.16069	4.0
P08908_LIGANDS_nostereo_1007	7.85	7.68587	4.0
P08908_LIGANDS_nostereo_2890	6.41	5.65181	4.0
P08908_LIGANDS_nostereo_1970	8.34	8.43773	4.0
P08908_LIGANDS_nostereo_3234	6.94	7.56541	4.0
P08908_LIGANDS_nostereo_0813	9.15	8.60417	4.0
P08908_LIGANDS_nostereo_2172	7.7	7.86671	4.0
P08908_LIGANDS_nostereo_0391	6.34	6.85098	4.0
P08908_LIGANDS_nostereo_1764	6.72	7.14051	4.0
P08908_LIGANDS_nostereo_3264	5.63	7.18251	4.0
P08908_LIGANDS_nostereo_2676	6.39	6.84627	4.0
P08908_LIGANDS_nostereo_0068	9.11	8.22581	4.0
P08908_LIGANDS_nostereo_0509	5.91	5.56882	4.0
P08908_LIGANDS_nostereo_1125	6.77	6.89759	4.0
P08908_LIGANDS_nostereo_2409	7.8	7.71765	4.0
P08908_LIGANDS_nostereo_1068	8.87	6.96076	4.0
P08908_LIGANDS_nostereo_3202	6.0	6.21887	4.0
P08908_LIGANDS_nostereo_1647	7.0	7.41467	4.0
P08908_LIGANDS_nostereo_2031	9.3	7.70974	4.0
